[18:44:30] [main/INFO]: ModLauncher running: args [--username, ERROR__405, --version, forge-47.4.0, --gameDir, C:\Users\Philipp\curseforge\minecraft\Instances\Test el3, --assetsDir, C:\Users\Philipp\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 2fb773a4b48b46ab95391fa4228635ac, --accessToken, ????????, --clientId, 108be9b-24cca1-e80062-585bc1-c4490e, --xuid, 2535463454478930, --userType, msa, --versionType, release, --width, 1920, --height, 1080, --launchTarget, forgeclient, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[18:44:30] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Eclipse Adoptium; OS Windows 11 arch amd64 version 10.0
[18:44:42] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[18:44:43] [main/INFO]: Trying GL version 4.6
[18:44:43] [main/INFO]: Requested GL version 4.6 got version 4.6
[18:44:43] [main/INFO]: Mixin Transmogrifier is definitely up to no good...
[18:44:43] [main/INFO]: crimes against java were committed
[18:44:43] [main/INFO]: Original mixin transformation service successfully crobbed by mixin-transmogrifier!
[18:44:43] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/Philipp/curseforge/minecraft/Instances/Test%20el3/mods/Connector-1.0.0-beta.46+1.20.1.jar%23375%23378!/ Service=ModLauncher Env=CLIENT
[18:44:43] [pool-2-thread-1/INFO]: GL info: AMD Radeon(TM) Graphics GL version 4.6.0 Core Profile Context 25.8.1.250617, ATI Technologies Inc.
[18:45:31] [main/INFO]: mixins.codechickenlib.json:ShaderInstanceMixin from mod codechickenlib->@Invoker[METHOD_PROXY]::callGetOrCreate(Lnet/minecraft/server/packs/resources/ResourceProvider;Lcom/mojang/blaze3d/shaders/Program$Type;Ljava/lang/String;)Lcom/mojang/blaze3d/shaders/Program; should be static as its target is
[18:45:31] [Render thread/WARN]: Assets URL 'union:/C:/Users/Philipp/curseforge/minecraft/Install/libraries/net/minecraft/client/1.20.1-20230612.114412/client-1.20.1-20230612.114412-srg.jar%23598!/assets/.mcassetsroot' uses unexpected schema
[18:45:31] [Render thread/WARN]: Assets URL 'union:/C:/Users/Philipp/curseforge/minecraft/Install/libraries/net/minecraft/client/1.20.1-20230612.114412/client-1.20.1-20230612.114412-srg.jar%23598!/data/.mcassetsroot' uses unexpected schema
[18:45:31] [Render thread/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[18:45:31] [Render thread/INFO]: Setting user: ERROR__405
[18:45:32] [Render thread/INFO]: Bypassed Mojang DFU
[18:45:32] [Render thread/INFO]: [betternether] =^..^=    BetterNether for 1.20    =^..^=
[18:45:32] [Render thread/INFO]: [bclib] Added Config betternether.main to auto sync (file hash)
[18:45:32] [Render thread/INFO]: [bclib] Added Config betternether.generator to auto sync (file hash)
[18:45:32] [Render thread/INFO]: [bclib] Added Config betternether.blocks to auto sync (file hash)
[18:45:32] [Render thread/INFO]: [bclib] Added Config betternether.items to auto sync (file hash)
[18:45:32] [Render thread/INFO]: [bclib] Added Config betternether.biomes to auto sync (file hash)
[18:45:32] [Render thread/INFO]: [bclib] Added Config betternether.mobs to auto sync (file hash)
[18:45:32] [Render thread/INFO]: [bclib] Added Config betternether.recipes to auto sync (file hash)
[18:45:32] [Render thread/WARN]: Static binding violation: PRIVATE @Overwrite method m_215924_ in modernfix-forge.mixins.json:perf.tag_id_caching.TagEntryMixin from mod modernfix cannot reduce visibiliy of PUBLIC target method, visibility will be upgraded.
[18:45:32] [Render thread/WARN]: [bclib] Recipe betternether:bone_block_bone_button only takes in a single item and should be shapeless
[18:45:33] [Render thread/INFO]: [bclib] Added Config bclib.generator to auto sync (file hash)
[18:45:33] [Render thread/INFO]: [bclib] Added Config bclib.main to auto sync (content diff)
[18:45:33] [Render thread/INFO]: [bclib] Added Config bclib.biomes to auto sync (file hash)
[18:45:34] [Render thread/WARN]: @Inject(@At("INVOKE")) Shift.BY=5 on attributeslib.mixins.json:client.ClientPacketListenerMixin from mod attributeslib::handler$ben000$attributeslib$apoth_postAttrChangedEvent exceeds the maximum allowed value: 0. Increase the value of maxShiftBy to suppress this warning.
[18:45:34] [Render thread/INFO]: BeforeConstant is searching for constants in method with descriptor (Lnet/minecraft/network/chat/Component;Lnet/minecraft/client/GuiMessageTag;)V
[18:45:34] [Render thread/INFO]:   BeforeConstant found STRING constant: value = , stringValue = null
[18:45:34] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 0
[18:45:34] [Render thread/INFO]:       BeforeConstant found LdcInsn 
[18:45:34] [Render thread/INFO]:   BeforeConstant found STRING constant: value = \\r, stringValue = null
[18:45:34] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 1
[18:45:34] [Render thread/INFO]:       BeforeConstant found LdcInsn \\r
[18:45:34] [Render thread/INFO]:   BeforeConstant found STRING constant: value = 
, stringValue = null
[18:45:34] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 2
[18:45:34] [Render thread/INFO]:       BeforeConstant found LdcInsn 

[18:45:34] [Render thread/INFO]:   BeforeConstant found STRING constant: value = \\n, stringValue = null
[18:45:34] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 3
[18:45:34] [Render thread/INFO]:       BeforeConstant found LdcInsn \\n
[18:45:34] [Render thread/INFO]:   BeforeConstant found CLASS constant: value = Ljava/lang/String;, typeValue = null
[18:45:34] [Render thread/INFO]:   BeforeConstant found STRING constant: value = [{}] [CHAT] {}, stringValue = null
[18:45:34] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 4
[18:45:34] [Render thread/INFO]:       BeforeConstant found LdcInsn [{}] [CHAT] {}
[18:45:34] [Render thread/INFO]:   BeforeConstant found STRING constant: value = [CHAT] {}, stringValue = null
[18:45:34] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 5
[18:45:34] [Render thread/INFO]:       BeforeConstant found LdcInsn [CHAT] {}
[18:45:34] [Render thread/INFO]: Instantiating Mojang DFU
[18:45:35] [Render thread/INFO]: Added resource packs: []
[18:45:35] [Render thread/INFO]: Backend library: LWJGL version 3.3.1 build 7
[18:45:35] [Render thread/INFO]: Loaded client.properties
[18:45:35] [Datafixer Bootstrap/INFO]: 188 Datafixer optimizations took 221 milliseconds
[18:45:35] [Render thread/INFO]: OpenGL Vendor: ATI Technologies Inc.
[18:45:35] [Render thread/INFO]: OpenGL Renderer: AMD Radeon(TM) Graphics
[18:45:35] [Render thread/INFO]: OpenGL Version: 4.6.0 Core Profile Context 25.8.1.250617
[18:45:35] [Render thread/INFO]: Initializing ImmediatelyFast 1.5.2+1.20.4 on AMD Radeon(TM) Graphics (ATI Technologies Inc.) with OpenGL 4.6.0 Core Profile Context 25.8.1.250617
[18:45:36] [modloading-worker-0/INFO]: Hello 1.20.1 Create!
[18:45:36] [modloading-worker-0/INFO]: Version is 3.0.7.1
[18:45:37] [modloading-worker-0/INFO]: Dynamic FPS 3.9.5 active on Forge!
[18:45:37] [modloading-worker-0/ERROR]: This mod cannot be used client-side
[18:45:37] [modloading-worker-0/INFO]: [Indigo] Registering Indigo renderer!
[18:45:37] [modloading-worker-0/INFO]: Forge mod loading, version 47.4.0, for MC 1.20.1 with MCP 20230612.114412
[18:45:37] [modloading-worker-0/INFO]: MinecraftForge v47.4.0 Initialized
[18:45:37] [modloading-worker-0/INFO]: [DRIPPY LOADING SCREEN] Loading v3.0.12 in client-side mode on FORGE!
[18:45:37] [modloading-worker-0/INFO]: Loading Plugin: [name=JourneyMap]
[18:45:38] [modloading-worker-0/INFO]: Registering S2C receiver with id architectury:sync_ids
[18:45:38] [modloading-worker-0/INFO]: Registering C2S receiver with id architectury:sync_ids
[18:45:38] [modloading-worker-0/INFO]: Registering C2S receiver with id createrailwaysnavigator:crn_network/24de284ed1a534cfb2664200bfb3b1e3
[18:45:38] [modloading-worker-0/INFO]: Registering S2C receiver with id createrailwaysnavigator:crn_network/24de284ed1a534cfb2664200bfb3b1e3
[18:45:38] [modloading-worker-0/INFO]: Registering C2S receiver with id createrailwaysnavigator:crn_network/b977ce0284d33fc79f13f0af88be87d7
[18:45:38] [modloading-worker-0/INFO]: Registering S2C receiver with id createrailwaysnavigator:crn_network/b977ce0284d33fc79f13f0af88be87d7
[18:45:38] [modloading-worker-0/INFO]: Found Embeddium Options API support. Enabling Embeddium support
[18:45:38] [modloading-worker-0/INFO]: Kotlin For Forge Enabled!
[18:45:38] [modloading-worker-0/INFO]: Hello from Gravestone Curios Compat!
[18:45:38] [modloading-worker-0/INFO]: Create: Numismatics 1.0.15+forge-mc1.20.1 initializing! Create version: 6.0.6 on platform: FORGE
[18:45:38] [modloading-worker-0/INFO]: Steam 'n' Rails v1.6.13-alpha initializing! Commit hash: 5d2e8aed2c48fe6f5f2287d380eb23af443064e7 on Create version: 6.0.6 on platform: Forge
[18:45:38] [modloading-worker-0/INFO]: Doing super early config setup for zeta
[18:45:38] [modloading-worker-0/INFO]: Registering items for Create: Numismatics
[18:45:39] [modloading-worker-0/WARN]: Modified mixin "dev.uncandango.alltheleaks.mixin.core.main.RecipeCrawlHandlerMixin". Check debug logs for more information.
[18:45:39] [modloading-worker-0/WARN]: Modified mixin "dev.uncandango.alltheleaks.mixin.core.main.RecipeCrawlHandlerMixin". Check debug logs for more information.
[18:45:39] [modloading-worker-0/WARN]: Modified mixin "dev.uncandango.alltheleaks.mixin.core.main.RecipeCrawlHandlerMixin". Check debug logs for more information.
[18:45:39] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:pufferfish_bucket is now minecraft:bucket.
[18:45:39] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:salmon_bucket is now minecraft:bucket.
[18:45:39] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:cod_bucket is now minecraft:bucket.
[18:45:39] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:tropical_fish_bucket is now minecraft:bucket.
[18:45:39] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:axolotl_bucket is now minecraft:bucket.
[18:45:39] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:powder_snow_bucket is now minecraft:bucket.
[18:45:39] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:tadpole_bucket is now minecraft:bucket.
[18:45:39] [modloading-worker-0/INFO]: Registering blocks for Create: Numismatics
[18:45:39] [modloading-worker-0/INFO]: Sending ConfigManager...
[18:45:39] [modloading-worker-0/INFO]: [MELODY] Loading Melody background audio library..
[18:45:39] [modloading-worker-0/INFO]: Create: Interiors v0.5.6 initializing! Create version: 6.0.6 on platform: Forge
[18:45:39] [modloading-worker-0/INFO]: Sending ConfigManager took 15.94 ms
[18:45:39] [modloading-worker-0/INFO]: [KONKRETE] Successfully initialized!
[18:45:39] [modloading-worker-0/INFO]: [KONKRETE] Server-side libs ready to use!
[18:45:40] [modloading-worker-0/INFO]: [ETF]: Modifying ETF Render State constructor because: for EMF
[18:45:40] [modloading-worker-0/INFO]: Loading Entity Model Features, Trabee got the flu!
[18:45:40] [modloading-worker-0/INFO]: Loading Entity Texture Features, you just lost the game.
[18:45:40] [modloading-worker-0/INFO]: Loaded config fzzy_config:keybinds in 905ms
[18:45:40] [modloading-worker-0/INFO]: ping & connect fast!
[18:45:40] [modloading-worker-0/INFO]: Loaded config :emi_loot_config in 876ms
[18:45:40] [modloading-worker-0/INFO]: Loading Collective version 8.7.
[18:45:40] [modloading-worker-0/INFO]: [ETF]: 6 new ETF Random Properties registered by entity_model_features
[18:45:40] [modloading-worker-0/INFO]: Loaded config for: cupboard.json
[18:45:40] [modloading-worker-0/WARN]: @Inject(@At("INVOKE")) Shift.BY=2 on create_connected.mixins.json:sequencedgearshift.SequencedGearshiftScreenMixin from mod create_connected::handler$ehc000$create_connected$updateParamsOfRow exceeds the maximum allowed value: 0. Increase the value of maxShiftBy to suppress this warning.
[18:45:40] [modloading-worker-0/INFO]: [dev.tr7zw.trender.gui.impl.client.LibGuiClient:onInitializeClient:38]: [LibGui] Initializing Client...
[18:45:40] [modloading-worker-0/INFO]: Create 6.0.6 initializing! Commit hash: 338bfa0aec952fa51656e8f61bd621ca9b3b2e00
[18:45:40] [modloading-worker-0/INFO]: Registering items for Create Deco
[18:45:40] [modloading-worker-0/INFO]: Registering blocks for Create Deco
[18:45:41] [modloading-worker-0/INFO]: Replaced 1 calls to Enchantment#getMaxLevel() in net/minecraft/world/entity/npc/VillagerTrades$EnchantBookForEmeralds
[18:45:41] [modloading-worker-0/INFO]: Replaced 1 calls to Enchantment#isTreasureOnly() in net/minecraft/world/entity/npc/VillagerTrades$EnchantBookForEmeralds
[18:45:41] [modloading-worker-0/INFO]: Replaced 1 calls to Enchantment#isTradeable() in net/minecraft/world/entity/npc/VillagerTrades$EnchantBookForEmeralds
[18:45:41] [modloading-worker-0/INFO]: forge loader environment detected
[18:45:41] [modloading-worker-0/INFO]: Knock Knock...
[18:45:41] [modloading-worker-0/WARN]: Reactor detonation initiated.
[18:45:41] [modloading-worker-0/INFO]: Wait... NO! What?
[18:45:41] [modloading-worker-0/INFO]: Stop That! That's not how this works!
[18:45:41] [modloading-worker-0/WARN]: Calculating explosion ETA
[18:45:41] [modloading-worker-0/INFO]: Ahh... NO... NONONO! DONT DO THAT!!! STOP THIS NOW!
[18:45:41] [modloading-worker-0/WARN]: **Explosion Imminent!!!**
[18:45:41] [modloading-worker-0/INFO]: Well...... fork...
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id dragonlib:dragonlib_network/69a65f20acde32448da097b16eacfce9
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id dragonlib:dragonlib_network/69a65f20acde32448da097b16eacfce9
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id dragonlib:dragonlib_network/69d73e101ecb38b59cc59ce369f9f0e6
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id dragonlib:dragonlib_network/69d73e101ecb38b59cc59ce369f9f0e6
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id dragonlib:dragonlib_network/fcf1d4bbbc3b340daddecfd8389e586f
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id dragonlib:dragonlib_network/fcf1d4bbbc3b340daddecfd8389e586f
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id dragonlib:dragonlib_network/7ea7435aa82d37fbbe7321ccd48bb6b2
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id dragonlib:dragonlib_network/7ea7435aa82d37fbbe7321ccd48bb6b2
[18:45:42] [Wyvern/INFO]:                              +++ ? +++                             
[18:45:42] [Wyvern/INFO]: ---------------------------------------------------------------------
[18:45:42] [Wyvern/INFO]:             Loaded DragonLib v1.20.1-2.2.24 by MrJulsen!            
[18:45:42] [Wyvern/INFO]:                        Minecraft Forge 1.20.1                       
[18:45:42] [Wyvern/INFO]: 
[18:45:42] [Wyvern/INFO]:                Discord: https://discord.gg/AeSbNgvc7f               
[18:45:42] [Wyvern/INFO]:                            GitHub: unknown                           
[18:45:42] [Wyvern/INFO]:   Bug Reports: https://github.com/MisterJulsen/MC-DragonLib2/issues  
[18:45:42] [Wyvern/INFO]: ---------------------------------------------------------------------
[18:45:42] [Wyvern/INFO]:                              +++ ? +++                             
[18:45:42] [modloading-worker-0/INFO]: Loaded common.properties
[18:45:42] [modloading-worker-0/INFO]: Loaded dev.properties
[18:45:42] [modloading-worker-0/INFO]: Looking for KubeJS plugins...
[18:45:42] [modloading-worker-0/INFO]: Found plugin source kubejs
[18:45:42] [modloading-worker-0/INFO]: CreateGoggles init
[18:45:42] [modloading-worker-0/INFO]: cgblocks
[18:45:42] [modloading-worker-0/INFO]: cgitems
[18:45:42] [modloading-worker-0/INFO]: cgblockentities
[18:45:42] [modloading-worker-0/INFO]: ResourceKey[minecraft:trim_pattern / creategoggles:goggle]
[18:45:42] [modloading-worker-0/INFO]: ResourceKey[minecraft:trim_material / creategoggles:goggle_material]
[18:45:42] [modloading-worker-0/INFO]: ResourceKey[minecraft:root / minecraft:trim_pattern]
[18:45:42] [modloading-worker-0/INFO]: Found plugin source ftbxmodcompat
[18:45:42] [modloading-worker-0/INFO]: CGItemModifiers register false
[18:45:42] [modloading-worker-0/WARN]: Plugin dev.ftb.mods.ftbxmodcompat.ftbchunks.kubejs.FTBChunksKubeJSPlugin does not have required mod ftbchunks loaded, skipping
[18:45:42] [modloading-worker-0/WARN]: Plugin dev.ftb.mods.ftbxmodcompat.ftbfiltersystem.kubejs.FFSKubeJSPlugin does not have required mod ftbfiltersystem loaded, skipping
[18:45:42] [modloading-worker-0/INFO]: Found plugin source kubejs_create
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id creategoggles:sync_goggles
[18:45:42] [modloading-worker-0/INFO]: CreateGogglesForge init
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id ftblibrary:edit_nbt
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id ftblibrary:edit_nbt_response
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id ftblibrary:sync_known_server_registries
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id ftblibrary:edit_config
[18:45:42] [modloading-worker-0/INFO]: Registered bogey styles from railways
[18:45:42] [modloading-worker-0/INFO]: [net.nicguzzo.wands.config.WandsConfig:load_config:216]: Config updated!
[18:45:42] [modloading-worker-0/INFO]: [net.nicguzzo.wands.config.WandsConfig:load_config:220]: Config loaded!
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id wands:key_packet
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id wands:palette_packet
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id wands:wand_packet
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id wands:pos_packet
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id wands:global_settings_packet
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id wands:sound_packet
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id wands:state_packet
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id wands:conf_packet
[18:45:42] [modloading-worker-0/INFO]: Found plugin source kubejs_mekanism
[18:45:42] [modloading-worker-0/INFO]: Found plugin source create_mechanical_extruder
[18:45:42] [modloading-worker-0/INFO]: Found plugin source lootjs
[18:45:42] [modloading-worker-0/INFO]: Found plugin source probejs
[18:45:42] [modloading-worker-0/INFO]: Done in 489.3 ms
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:sync_teams
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:sync_message_history
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:open_gui
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:open_my_team_gui
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:update_settings
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:update_settings_response
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:send_message
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:send_message_response
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:update_presence
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:create_party
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:player_gui_operation
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id candlelight:typewriter_sync
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id candlelight:sign_note
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id brewery:alcohol_sync_request
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id brewery:drink_alcohol
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id polylib:container_to_client
[18:45:42] [modloading-worker-0/INFO]: Registering S2C receiver with id polylib:tile_to_client
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id polylib:container_packet_server
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id polylib:tile_data_server
[18:45:42] [modloading-worker-0/INFO]: Registering C2S receiver with id polylib:tile_packet_server
[18:45:43] [modloading-worker-0/INFO]: Registering data fixers
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id octolib:config_sync
[18:45:43] [Railways Datafixer Bootstrap/INFO]: 2 Datafixer optimizations took 9 milliseconds
[18:45:43] [modloading-worker-0/INFO]: [FTB Quests] Enabled KubeJS integration
[18:45:43] [modloading-worker-0/INFO]: Registering tracks for Hex Casting
[18:45:43] [modloading-worker-0/INFO]: Registering tracks for Oh The Biomes You'll Go
[18:45:43] [modloading-worker-0/INFO]: Registering tracks for Blue Skies
[18:45:43] [modloading-worker-0/INFO]: Registering tracks for Twilight Forest
[18:45:43] [modloading-worker-0/INFO]: Registering tracks for Biomes O' Plenty
[18:45:43] [modloading-worker-0/INFO]: Registering tracks for Nature's Spirit
[18:45:43] [modloading-worker-0/INFO]: Registering tracks for Dreams and Desires
[18:45:43] [modloading-worker-0/INFO]: Registering tracks for Quark
[18:45:43] [modloading-worker-0/INFO]: Registering tracks for TerraFirmaCraft
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id itemfilters:main/14e7fa1454283aec8ae811ef844ada28
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id itemfilters:main/14e7fa1454283aec8ae811ef844ada28
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id itemfilters:main/8f6a899247753217b9d86ab427a2b279
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id itemfilters:main/8f6a899247753217b9d86ab427a2b279
[18:45:43] [modloading-worker-0/INFO]: Loading Rhino Minecraft remapper...
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_quests
[18:45:43] [modloading-worker-0/INFO]: Rhino properties loaded.
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_team_data
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:update_task_progress
[18:45:43] [modloading-worker-0/INFO]: Loading mappings for 1.20.1
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:submit_task
[18:45:43] [modloading-worker-0/INFO]: [libIPN] libIPN - init in Kotlin
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:claim_reward
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:claim_reward_response
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_editing_mode
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:get_emergency_items
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:create_other_team_data
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:claim_all_rewards
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:claim_choice_reward
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:display_completion_toast
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:display_reward_toast
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:display_item_reward_toast
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:toggle_pinned
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:toggle_pinned_response
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:toggle_chapter_pinned
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:toggle_chapter_pinned_response
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:toggle_editing_mode
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:force_save
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:update_team_data
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:set_custom_image
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:object_started
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:object_completed
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:object_started_reset
[18:45:43] [modloading-worker-0/INFO]: Done in 0,158 s
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:object_completed_reset
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_lock
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:reset_reward
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:team_data_changed
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:task_screen_config_req
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:task_screen_config_resp
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:change_progress
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:create_object
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:create_object_response
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:create_task_at
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:delete_object
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:delete_object_response
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:edit_object
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:edit_object_response
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:move_chapter
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:move_chapter_response
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:move_quest
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:move_quest_response
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:change_chapter_group
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:change_chapter_group_response
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:move_chapter_group
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:move_chapter_group_response
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_reward_blocking
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:copy_quest
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:copy_chapter_image
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:sync_structures_request
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_structures_response
[18:45:43] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:request_team_data
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_editor_permission
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:open_quest_book
[18:45:43] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:clear_display_cache
[18:45:43] [modloading-worker-0/INFO]: Initializing TerraBlender underground biome compat
